Age,Sex,FirstName,LastName,HeightInches,WeightPounds,WakeupTime,SleepTime
63,Male,David,Miller,79,203,9,21
63,Male,David,Miller,79,203,9,26
20,Male,Elizabeth,Rodriguez,86,183,8,27
18,Female,Jennifer,Williams,77,116,5,23
22,Female,James,Garcia,91,233,5,27
18,Male,Joseph,Williams,72,258,12,23
63,Male,David,Miller,79,203,6,22
71,Female,Daniel,Brown,89,226,7,25
66,Male,Robert,Brown,91,292,6,21
63,Female,Mary,Williams,76,119,13,24
70,Female,Jessica,Jones,65,193,14,24
20,Male,Elizabeth,Rodriguez,86,183,13,26
25,Female,John,Brown,87,152,5,23
82,Female,Patricia,Johnson,95,132,14,21
25,Female,John,Brown,87,152,9,28
82,Female,Patricia,Johnson,95,132,8,27
70,Female,Jessica,Jones,65,193,14,26
27,Female,Linda,Garcia,77,206,11,25
28,Female,Michael,Johnson,80,132,13,25
18,Female,Jennifer,Williams,77,116,12,21
96,Female,Karen,Smith,94,196,12,26
63,Female,Mary,Williams,76,119,9,27
71,Female,Daniel,Brown,89,226,14,22
96,Female,Karen,Smith,94,196,6,27
52,Male,Thomas,Miller,88,193,7,22
63,Female,Mary,Williams,76,119,6,24
66,Male,Robert,Brown,91,292,7,28
27,Female,Linda,Garcia,77,206,6,22
63,Male,David,Miller,79,203,11,21
18,Male,Sarah,Johnson,92,289,12,27
18,Female,Jennifer,Williams,77,116,11,21
27,Female,Linda,Garcia,77,206,14,25
36,Female,William,Smith,90,121,11,21
20,Male,Elizabeth,Rodriguez,86,183,8,21
18,Male,Sarah,Johnson,92,289,14,21
80,Female,Charles,Rodriguez,73,221,6,21
70,Female,Jessica,Jones,65,193,7,22
63,Male,David,Miller,79,203,14,24
18,Male,Sarah,Johnson,92,289,8,20
18,Male,Joseph,Williams,72,258,7,20
28,Female,Michael,Johnson,80,132,7,22
27,Female,Linda,Garcia,77,206,8,25
18,Male,Sarah,Johnson,92,289,6,26
35,Male,Susan,Garcia,66,134,14,22
32,Female,Nancy,Garcia,60,152,7,26
18,Female,Jennifer,Williams,77,116,6,25
52,Male,Thomas,Miller,88,193,9,22
36,Female,William,Smith,90,121,12,27
63,Female,Mary,Williams,76,119,12,27
28,Female,Michael,Johnson,80,132,11,20
35,Male,Susan,Garcia,66,134,14,21
96,Female,Karen,Smith,94,196,9,25
18,Male,Sarah,Johnson,92,289,14,23
18,Male,Sarah,Johnson,92,289,13,27
35,Male,Susan,Garcia,66,134,14,21
71,Female,Daniel,Brown,89,226,5,28
82,Female,Patricia,Johnson,95,132,10,27
66,Male,Robert,Brown,91,292,7,22
82,Female,Patricia,Johnson,95,132,7,26
52,Male,Thomas,Miller,88,193,14,27
20,Male,Elizabeth,Rodriguez,86,183,12,21
25,Female,John,Brown,87,152,6,27
96,Female,Karen,Smith,94,196,5,24
66,Male,Robert,Brown,91,292,11,20
63,Female,Mary,Williams,76,119,11,28
28,Female,Michael,Johnson,80,132,11,27
18,Male,Sarah,Johnson,92,289,6,20
82,Female,Patricia,Johnson,95,132,13,24
63,Female,Mary,Williams,76,119,11,28
66,Male,Robert,Brown,91,292,6,28
20,Male,Elizabeth,Rodriguez,86,183,9,22
36,Female,William,Smith,90,121,10,25
71,Female,Daniel,Brown,89,226,9,22
80,Female,Charles,Rodriguez,73,221,10,24
18,Female,Jennifer,Williams,77,116,11,23
20,Male,Elizabeth,Rodriguez,86,183,6,20
70,Female,Jessica,Jones,65,193,8,23
96,Female,Karen,Smith,94,196,11,21
36,Female,William,Smith,90,121,12,28
71,Female,Daniel,Brown,89,226,14,28
82,Female,Patricia,Johnson,95,132,7,27
70,Female,Jessica,Jones,65,193,6,22
80,Female,Charles,Rodriguez,73,221,6,27
27,Female,Linda,Garcia,77,206,9,25
32,Female,Nancy,Garcia,60,152,11,24
25,Female,John,Brown,87,152,12,23
20,Male,Elizabeth,Rodriguez,86,183,5,23
96,Female,Karen,Smith,94,196,11,22
18,Female,Jennifer,Williams,77,116,11,26
96,Female,Karen,Smith,94,196,13,22
25,Female,John,Brown,87,152,10,24
63,Male,David,Miller,79,203,13,25
27,Female,Linda,Garcia,77,206,11,26
18,Male,Sarah,Johnson,92,289,8,26
35,Male,Susan,Garcia,66,134,9,24
82,Female,Patricia,Johnson,95,132,6,22
22,Female,James,Garcia,91,233,9,22
18,Male,Sarah,Johnson,92,289,11,26
27,Female,Linda,Garcia,77,206,6,21
18,Male,Joseph,Williams,72,258,12,25
35,Male,Susan,Garcia,66,134,5,26
80,Female,Charles,Rodriguez,73,221,8,27
35,Male,Susan,Garcia,66,134,9,25
27,Female,Linda,Garcia,77,206,9,21
18,Female,Jennifer,Williams,77,116,6,27
52,Male,Thomas,Miller,88,193,7,27
36,Female,William,Smith,90,121,14,27
28,Female,Michael,Johnson,80,132,6,25
63,Male,David,Miller,79,203,10,28
28,Female,Michael,Johnson,80,132,5,28
52,Male,Thomas,Miller,88,193,10,24
80,Female,Charles,Rodriguez,73,221,11,25
66,Male,Robert,Brown,91,292,12,21
63,Male,David,Miller,79,203,10,27
22,Female,James,Garcia,91,233,5,26
27,Female,Linda,Garcia,77,206,5,21
66,Male,Robert,Brown,91,292,14,23
52,Male,Thomas,Miller,88,193,8,21
18,Female,Jennifer,Williams,77,116,10,21
18,Male,Joseph,Williams,72,258,13,27
35,Male,Susan,Garcia,66,134,11,26
71,Female,Daniel,Brown,89,226,10,24
22,Female,James,Garcia,91,233,14,25
66,Male,Robert,Brown,91,292,10,24
66,Male,Robert,Brown,91,292,14,22
18,Male,Joseph,Williams,72,258,7,23
35,Male,Susan,Garcia,66,134,11,24
66,Male,Robert,Brown,91,292,8,24
18,Male,Sarah,Johnson,92,289,14,25
35,Male,Susan,Garcia,66,134,5,22
66,Male,Robert,Brown,91,292,7,25
32,Female,Nancy,Garcia,60,152,6,20
35,Male,Susan,Garcia,66,134,8,25
35,Male,Susan,Garcia,66,134,7,27
35,Male,Susan,Garcia,66,134,12,22
27,Female,Linda,Garcia,77,206,8,24
63,Male,David,Miller,79,203,5,20
28,Female,Michael,Johnson,80,132,12,28
35,Male,Susan,Garcia,66,134,5,26
32,Female,Nancy,Garcia,60,152,10,27
66,Male,Robert,Brown,91,292,11,25
22,Female,James,Garcia,91,233,8,28
66,Male,Robert,Brown,91,292,11,27
82,Female,Patricia,Johnson,95,132,11,22
22,Female,James,Garcia,91,233,7,21
18,Female,Jennifer,Williams,77,116,8,21
20,Male,Elizabeth,Rodriguez,86,183,6,27
66,Male,Robert,Brown,91,292,12,20
28,Female,Michael,Johnson,80,132,5,20
66,Male,Robert,Brown,91,292,13,23
20,Male,Elizabeth,Rodriguez,86,183,9,26
80,Female,Charles,Rodriguez,73,221,13,26
28,Female,Michael,Johnson,80,132,5,22
35,Male,Susan,Garcia,66,134,13,24
70,Female,Jessica,Jones,65,193,7,28
63,Male,David,Miller,79,203,7,22
70,Female,Jessica,Jones,65,193,6,20
63,Male,David,Miller,79,203,13,21
27,Female,Linda,Garcia,77,206,6,21
25,Female,John,Brown,87,152,11,22
35,Male,Susan,Garcia,66,134,9,26
71,Female,Daniel,Brown,89,226,7,28
82,Female,Patricia,Johnson,95,132,5,25
82,Female,Patricia,Johnson,95,132,13,27
96,Female,Karen,Smith,94,196,12,25
35,Male,Susan,Garcia,66,134,13,24
36,Female,William,Smith,90,121,9,22
28,Female,Michael,Johnson,80,132,9,26
28,Female,Michael,Johnson,80,132,14,22
20,Male,Elizabeth,Rodriguez,86,183,10,21
20,Male,Elizabeth,Rodriguez,86,183,10,27
71,Female,Daniel,Brown,89,226,6,26
22,Female,James,Garcia,91,233,6,20
25,Female,John,Brown,87,152,12,23
18,Male,Sarah,Johnson,92,289,5,27
32,Female,Nancy,Garcia,60,152,10,27
18,Male,Joseph,Williams,72,258,14,26
70,Female,Jessica,Jones,65,193,8,27
27,Female,Linda,Garcia,77,206,9,22
80,Female,Charles,Rodriguez,73,221,14,23
63,Male,David,Miller,79,203,12,21
32,Female,Nancy,Garcia,60,152,5,21
71,Female,Daniel,Brown,89,226,14,26
35,Male,Susan,Garcia,66,134,13,28
32,Female,Nancy,Garcia,60,152,5,26
70,Female,Jessica,Jones,65,193,10,22
96,Female,Karen,Smith,94,196,11,21
63,Male,David,Miller,79,203,10,28
28,Female,Michael,Johnson,80,132,5,22
63,Male,David,Miller,79,203,10,23
52,Male,Thomas,Miller,88,193,6,28
35,Male,Susan,Garcia,66,134,13,28
22,Female,James,Garcia,91,233,8,26
18,Female,Jennifer,Williams,77,116,5,26
52,Male,Thomas,Miller,88,193,8,28
66,Male,Robert,Brown,91,292,9,27
52,Male,Thomas,Miller,88,193,13,24
71,Female,Daniel,Brown,89,226,12,28
25,Female,John,Brown,87,152,9,20
25,Female,John,Brown,87,152,14,20
36,Female,William,Smith,90,121,5,27
63,Female,Mary,Williams,76,119,5,22
22,Female,James,Garcia,91,233,10,25
25,Female,John,Brown,87,152,14,27
28,Female,Michael,Johnson,80,132,7,28
27,Female,Linda,Garcia,77,206,5,24
25,Female,John,Brown,87,152,13,24
20,Male,Elizabeth,Rodriguez,86,183,8,24
80,Female,Charles,Rodriguez,73,221,6,26
18,Male,Joseph,Williams,72,258,10,27
18,Male,Sarah,Johnson,92,289,8,24
96,Female,Karen,Smith,94,196,5,28
80,Female,Charles,Rodriguez,73,221,8,26
80,Female,Charles,Rodriguez,73,221,8,23
18,Female,Jennifer,Williams,77,116,5,27
82,Female,Patricia,Johnson,95,132,8,27
22,Female,James,Garcia,91,233,13,21
20,Male,Elizabeth,Rodriguez,86,183,9,21
18,Male,Joseph,Williams,72,258,13,26
22,Female,James,Garcia,91,233,13,27
96,Female,Karen,Smith,94,196,7,26
20,Male,Elizabeth,Rodriguez,86,183,13,25
18,Female,Jennifer,Williams,77,116,7,26
28,Female,Michael,Johnson,80,132,7,22
63,Male,David,Miller,79,203,6,21
63,Female,Mary,Williams,76,119,11,24
25,Female,John,Brown,87,152,10,21
18,Female,Jennifer,Williams,77,116,11,27
82,Female,Patricia,Johnson,95,132,9,27
18,Female,Jennifer,Williams,77,116,11,25
52,Male,Thomas,Miller,88,193,12,27
18,Male,Joseph,Williams,72,258,7,21
96,Female,Karen,Smith,94,196,9,26
18,Female,Jennifer,Williams,77,116,13,24
18,Male,Sarah,Johnson,92,289,13,20
52,Male,Thomas,Miller,88,193,12,23
35,Male,Susan,Garcia,66,134,12,27
32,Female,Nancy,Garcia,60,152,6,21
63,Female,Mary,Williams,76,119,7,22
66,Male,Robert,Brown,91,292,7,24
52,Male,Thomas,Miller,88,193,13,22
71,Female,Daniel,Brown,89,226,6,24
63,Male,David,Miller,79,203,8,22
82,Female,Patricia,Johnson,95,132,6,25
70,Female,Jessica,Jones,65,193,9,25
35,Male,Susan,Garcia,66,134,13,26
32,Female,Nancy,Garcia,60,152,13,27
71,Female,Daniel,Brown,89,226,10,21
80,Female,Charles,Rodriguez,73,221,5,26
70,Female,Jessica,Jones,65,193,8,21
96,Female,Karen,Smith,94,196,7,22
70,Female,Jessica,Jones,65,193,9,26
20,Male,Elizabeth,Rodriguez,86,183,6,25
25,Female,John,Brown,87,152,14,27
70,Female,Jessica,Jones,65,193,11,22
35,Male,Susan,Garcia,66,134,13,20
70,Female,Jessica,Jones,65,193,8,22
35,Male,Susan,Garcia,66,134,5,20
63,Female,Mary,Williams,76,119,9,27
20,Male,Elizabeth,Rodriguez,86,183,5,25
35,Male,Susan,Garcia,66,134,7,20
82,Female,Patricia,Johnson,95,132,6,28
22,Female,James,Garcia,91,233,5,28
96,Female,Karen,Smith,94,196,5,25
63,Male,David,Miller,79,203,9,20
18,Female,Jennifer,Williams,77,116,8,27
63,Male,David,Miller,79,203,11,23
63,Female,Mary,Williams,76,119,7,22
70,Female,Jessica,Jones,65,193,5,27
18,Female,Jennifer,Williams,77,116,11,26
80,Female,Charles,Rodriguez,73,221,13,26
20,Male,Elizabeth,Rodriguez,86,183,12,27
27,Female,Linda,Garcia,77,206,5,20
80,Female,Charles,Rodriguez,73,221,6,21
70,Female,Jessica,Jones,65,193,12,23
22,Female,James,Garcia,91,233,7,21
22,Female,James,Garcia,91,233,13,20
63,Male,David,Miller,79,203,10,28
18,Female,Jennifer,Williams,77,116,5,22
20,Male,Elizabeth,Rodriguez,86,183,6,23
18,Male,Sarah,Johnson,92,289,14,28
32,Female,Nancy,Garcia,60,152,14,26
35,Male,Susan,Garcia,66,134,11,28
18,Male,Sarah,Johnson,92,289,14,27
35,Male,Susan,Garcia,66,134,12,23
18,Female,Jennifer,Williams,77,116,13,23
27,Female,Linda,Garcia,77,206,8,27
18,Female,Jennifer,Williams,77,116,13,21
25,Female,John,Brown,87,152,8,28
35,Male,Susan,Garcia,66,134,5,23
36,Female,William,Smith,90,121,10,25
20,Male,Elizabeth,Rodriguez,86,183,5,20
66,Male,Robert,Brown,91,292,5,26
22,Female,James,Garcia,91,233,13,26
66,Male,Robert,Brown,91,292,13,23
80,Female,Charles,Rodriguez,73,221,12,28
63,Male,David,Miller,79,203,13,25
25,Female,John,Brown,87,152,11,20
18,Female,Jennifer,Williams,77,116,6,27
32,Female,Nancy,Garcia,60,152,7,23
18,Female,Jennifer,Williams,77,116,8,25
80,Female,Charles,Rodriguez,73,221,8,20
35,Male,Susan,Garcia,66,134,6,23
52,Male,Thomas,Miller,88,193,13,20
36,Female,William,Smith,90,121,10,26
18,Female,Jennifer,Williams,77,116,7,26
27,Female,Linda,Garcia,77,206,12,27
25,Female,John,Brown,87,152,10,22
25,Female,John,Brown,87,152,14,26
36,Female,William,Smith,90,121,13,20
63,Male,David,Miller,79,203,5,25
35,Male,Susan,Garcia,66,134,7,24
52,Male,Thomas,Miller,88,193,5,22
71,Female,Daniel,Brown,89,226,13,25
63,Male,David,Miller,79,203,14,24
18,Male,Sarah,Johnson,92,289,12,20
66,Male,Robert,Brown,91,292,5,21
80,Female,Charles,Rodriguez,73,221,6,20
36,Female,William,Smith,90,121,10,28
66,Male,Robert,Brown,91,292,11,22
66,Male,Robert,Brown,91,292,14,23
35,Male,Susan,Garcia,66,134,12,20
18,Male,Joseph,Williams,72,258,7,28
35,Male,Susan,Garcia,66,134,9,25
32,Female,Nancy,Garcia,60,152,7,27
35,Male,Susan,Garcia,66,134,12,23
63,Male,David,Miller,79,203,7,21
36,Female,William,Smith,90,121,10,20
28,Female,Michael,Johnson,80,132,12,24
96,Female,Karen,Smith,94,196,11,24
35,Male,Susan,Garcia,66,134,5,27
82,Female,Patricia,Johnson,95,132,10,28
32,Female,Nancy,Garcia,60,152,6,20
22,Female,James,Garcia,91,233,9,27
63,Male,David,Miller,79,203,6,23
18,Male,Joseph,Williams,72,258,5,23
35,Male,Susan,Garcia,66,134,7,20
71,Female,Daniel,Brown,89,226,7,24
25,Female,John,Brown,87,152,14,26
22,Female,James,Garcia,91,233,9,25
28,Female,Michael,Johnson,80,132,6,27
63,Female,Mary,Williams,76,119,13,25
25,Female,John,Brown,87,152,7,22
36,Female,William,Smith,90,121,8,26
71,Female,Daniel,Brown,89,226,8,22
70,Female,Jessica,Jones,65,193,7,28
80,Female,Charles,Rodriguez,73,221,11,20
28,Female,Michael,Johnson,80,132,6,21
66,Male,Robert,Brown,91,292,10,21
35,Male,Susan,Garcia,66,134,14,25
22,Female,James,Garcia,91,233,10,23
22,Female,James,Garcia,91,233,11,22
66,Male,Robert,Brown,91,292,7,28
18,Female,Jennifer,Williams,77,116,5,22
96,Female,Karen,Smith,94,196,8,25
52,Male,Thomas,Miller,88,193,7,26
70,Female,Jessica,Jones,65,193,8,20
20,Male,Elizabeth,Rodriguez,86,183,12,24
18,Male,Joseph,Williams,72,258,12,20
22,Female,James,Garcia,91,233,12,27
20,Male,Elizabeth,Rodriguez,86,183,13,22
25,Female,John,Brown,87,152,6,27
28,Female,Michael,Johnson,80,132,10,26
80,Female,Charles,Rodriguez,73,221,11,26
66,Male,Robert,Brown,91,292,5,25
36,Female,William,Smith,90,121,9,20
63,Male,David,Miller,79,203,5,26
35,Male,Susan,Garcia,66,134,6,28
22,Female,James,Garcia,91,233,12,22
70,Female,Jessica,Jones,65,193,14,21
27,Female,Linda,Garcia,77,206,12,24
36,Female,William,Smith,90,121,7,27
82,Female,Patricia,Johnson,95,132,9,25
25,Female,John,Brown,87,152,6,26
18,Male,Joseph,Williams,72,258,6,28
63,Female,Mary,Williams,76,119,13,27
28,Female,Michael,Johnson,80,132,11,20
18,Male,Sarah,Johnson,92,289,10,27
25,Female,John,Brown,87,152,6,24
22,Female,James,Garcia,91,233,12,25
18,Male,Joseph,Williams,72,258,6,24
66,Male,Robert,Brown,91,292,7,22
36,Female,William,Smith,90,121,11,27
71,Female,Daniel,Brown,89,226,10,26
52,Male,Thomas,Miller,88,193,7,21
63,Male,David,Miller,79,203,5,21
18,Female,Jennifer,Williams,77,116,10,23
82,Female,Patricia,Johnson,95,132,10,22
82,Female,Patricia,Johnson,95,132,12,21
35,Male,Susan,Garcia,66,134,5,25
66,Male,Robert,Brown,91,292,12,25
22,Female,James,Garcia,91,233,12,22
25,Female,John,Brown,87,152,8,23
35,Male,Susan,Garcia,66,134,10,22
27,Female,Linda,Garcia,77,206,7,20
96,Female,Karen,Smith,94,196,12,26
71,Female,Daniel,Brown,89,226,13,23
52,Male,Thomas,Miller,88,193,6,24
63,Female,Mary,Williams,76,119,13,25
20,Male,Elizabeth,Rodriguez,86,183,12,20
18,Female,Jennifer,Williams,77,116,13,21
25,Female,John,Brown,87,152,7,24
27,Female,Linda,Garcia,77,206,13,26
32,Female,Nancy,Garcia,60,152,12,23
27,Female,Linda,Garcia,77,206,14,23
18,Male,Joseph,Williams,72,258,6,25
27,Female,Linda,Garcia,77,206,10,24
28,Female,Michael,Johnson,80,132,8,25
27,Female,Linda,Garcia,77,206,5,24
63,Female,Mary,Williams,76,119,14,22
71,Female,Daniel,Brown,89,226,7,21
18,Male,Sarah,Johnson,92,289,10,23
63,Male,David,Miller,79,203,12,26
52,Male,Thomas,Miller,88,193,9,27
25,Female,John,Brown,87,152,12,22
80,Female,Charles,Rodriguez,73,221,12,23
70,Female,Jessica,Jones,65,193,14,22
20,Male,Elizabeth,Rodriguez,86,183,12,28
52,Male,Thomas,Miller,88,193,8,25
28,Female,Michael,Johnson,80,132,10,27
71,Female,Daniel,Brown,89,226,11,21
20,Male,Elizabeth,Rodriguez,86,183,13,23
52,Male,Thomas,Miller,88,193,10,28
25,Female,John,Brown,87,152,8,21
18,Female,Jennifer,Williams,77,116,12,23
80,Female,Charles,Rodriguez,73,221,6,24
18,Male,Sarah,Johnson,92,289,14,22
70,Female,Jessica,Jones,65,193,9,27
36,Female,William,Smith,90,121,5,21
71,Female,Daniel,Brown,89,226,8,27
66,Male,Robert,Brown,91,292,14,21
28,Female,Michael,Johnson,80,132,7,20
63,Male,David,Miller,79,203,8,22
70,Female,Jessica,Jones,65,193,8,20
20,Male,Elizabeth,Rodriguez,86,183,10,24
36,Female,William,Smith,90,121,14,25
63,Female,Mary,Williams,76,119,11,21
18,Male,Sarah,Johnson,92,289,5,22
36,Female,William,Smith,90,121,11,27
71,Female,Daniel,Brown,89,226,7,20
96,Female,Karen,Smith,94,196,12,26
70,Female,Jessica,Jones,65,193,14,21
71,Female,Daniel,Brown,89,226,12,22
20,Male,Elizabeth,Rodriguez,86,183,8,28
52,Male,Thomas,Miller,88,193,8,21
25,Female,John,Brown,87,152,12,25
63,Female,Mary,Williams,76,119,13,25
27,Female,Linda,Garcia,77,206,11,24
27,Female,Linda,Garcia,77,206,9,21
71,Female,Daniel,Brown,89,226,13,22
25,Female,John,Brown,87,152,12,20
35,Male,Susan,Garcia,66,134,11,27
28,Female,Michael,Johnson,80,132,5,26
52,Male,Thomas,Miller,88,193,11,28
36,Female,William,Smith,90,121,13,28
20,Male,Elizabeth,Rodriguez,86,183,10,24
63,Male,David,Miller,79,203,6,21
71,Female,Daniel,Brown,89,226,14,22
18,Female,Jennifer,Williams,77,116,7,21
22,Female,James,Garcia,91,233,14,20
28,Female,Michael,Johnson,80,132,5,25
96,Female,Karen,Smith,94,196,12,23
82,Female,Patricia,Johnson,95,132,5,24
22,Female,James,Garcia,91,233,11,25
35,Male,Susan,Garcia,66,134,13,24
32,Female,Nancy,Garcia,60,152,13,21
35,Male,Susan,Garcia,66,134,5,27
80,Female,Charles,Rodriguez,73,221,10,22
80,Female,Charles,Rodriguez,73,221,6,25
66,Male,Robert,Brown,91,292,7,27
32,Female,Nancy,Garcia,60,152,13,24
80,Female,Charles,Rodriguez,73,221,8,28
18,Male,Sarah,Johnson,92,289,14,26
36,Female,William,Smith,90,121,8,26
18,Male,Joseph,Williams,72,258,14,20
28,Female,Michael,Johnson,80,132,10,28
32,Female,Nancy,Garcia,60,152,5,24
18,Female,Jennifer,Williams,77,116,6,22
63,Female,Mary,Williams,76,119,7,21
18,Male,Joseph,Williams,72,258,12,22
52,Male,Thomas,Miller,88,193,6,27
28,Female,Michael,Johnson,80,132,12,21
52,Male,Thomas,Miller,88,193,14,23
25,Female,John,Brown,87,152,12,21
82,Female,Patricia,Johnson,95,132,14,24
18,Male,Joseph,Williams,72,258,13,22
63,Female,Mary,Williams,76,119,13,24
66,Male,Robert,Brown,91,292,7,27
18,Female,Jennifer,Williams,77,116,11,23
82,Female,Patricia,Johnson,95,132,14,21
80,Female,Charles,Rodriguez,73,221,7,26
32,Female,Nancy,Garcia,60,152,6,25
63,Male,David,Miller,79,203,13,23
71,Female,Daniel,Brown,89,226,12,22
96,Female,Karen,Smith,94,196,14,21
28,Female,Michael,Johnson,80,132,9,22
18,Male,Joseph,Williams,72,258,9,24
27,Female,Linda,Garcia,77,206,12,26
82,Female,Patricia,Johnson,95,132,14,24
63,Male,David,Miller,79,203,5,21
66,Male,Robert,Brown,91,292,8,21
28,Female,Michael,Johnson,80,132,11,21
20,Male,Elizabeth,Rodriguez,86,183,5,24
20,Male,Elizabeth,Rodriguez,86,183,12,21
70,Female,Jessica,Jones,65,193,7,24
32,Female,Nancy,Garcia,60,152,8,25
20,Male,Elizabeth,Rodriguez,86,183,8,23
36,Female,William,Smith,90,121,11,28
22,Female,James,Garcia,91,233,9,27
22,Female,James,Garcia,91,233,12,20
66,Male,Robert,Brown,91,292,8,22
80,Female,Charles,Rodriguez,73,221,10,27
32,Female,Nancy,Garcia,60,152,11,22
36,Female,William,Smith,90,121,7,21
20,Male,Elizabeth,Rodriguez,86,183,10,25
96,Female,Karen,Smith,94,196,5,26
20,Male,Elizabeth,Rodriguez,86,183,7,22
18,Male,Joseph,Williams,72,258,9,28
80,Female,Charles,Rodriguez,73,221,7,27
28,Female,Michael,Johnson,80,132,5,24
35,Male,Susan,Garcia,66,134,14,22
22,Female,James,Garcia,91,233,7,21
35,Male,Susan,Garcia,66,134,12,20
66,Male,Robert,Brown,91,292,11,25
28,Female,Michael,Johnson,80,132,7,24
80,Female,Charles,Rodriguez,73,221,10,27
96,Female,Karen,Smith,94,196,5,27
25,Female,John,Brown,87,152,13,20
36,Female,William,Smith,90,121,14,20
80,Female,Charles,Rodriguez,73,221,7,25
28,Female,Michael,Johnson,80,132,12,24
63,Female,Mary,Williams,76,119,7,26
71,Female,Daniel,Brown,89,226,7,24
22,Female,James,Garcia,91,233,5,24
25,Female,John,Brown,87,152,9,22
18,Female,Jennifer,Williams,77,116,7,28
36,Female,William,Smith,90,121,6,24
63,Female,Mary,Williams,76,119,5,25
63,Female,Mary,Williams,76,119,10,21
63,Male,David,Miller,79,203,11,28
25,Female,John,Brown,87,152,13,20
70,Female,Jessica,Jones,65,193,12,27
63,Female,Mary,Williams,76,119,9,25
82,Female,Patricia,Johnson,95,132,14,28
52,Male,Thomas,Miller,88,193,6,25
71,Female,Daniel,Brown,89,226,13,28
18,Male,Joseph,Williams,72,258,9,25
63,Male,David,Miller,79,203,12,24
28,Female,Michael,Johnson,80,132,10,23
71,Female,Daniel,Brown,89,226,7,22
20,Male,Elizabeth,Rodriguez,86,183,14,27
28,Female,Michael,Johnson,80,132,8,28
35,Male,Susan,Garcia,66,134,5,27
22,Female,James,Garcia,91,233,9,20
18,Male,Sarah,Johnson,92,289,6,20
25,Female,John,Brown,87,152,5,20
32,Female,Nancy,Garcia,60,152,5,23
82,Female,Patricia,Johnson,95,132,6,23
71,Female,Daniel,Brown,89,226,13,20
66,Male,Robert,Brown,91,292,9,20
18,Female,Jennifer,Williams,77,116,14,22
18,Female,Jennifer,Williams,77,116,5,21
63,Female,Mary,Williams,76,119,5,22
28,Female,Michael,Johnson,80,132,10,23
80,Female,Charles,Rodriguez,73,221,5,28
36,Female,William,Smith,90,121,13,24
36,Female,William,Smith,90,121,5,22
71,Female,Daniel,Brown,89,226,5,22
32,Female,Nancy,Garcia,60,152,9,28
18,Male,Sarah,Johnson,92,289,7,25
36,Female,William,Smith,90,121,6,26
18,Male,Joseph,Williams,72,258,6,26
35,Male,Susan,Garcia,66,134,9,26
82,Female,Patricia,Johnson,95,132,9,23
36,Female,William,Smith,90,121,8,23
66,Male,Robert,Brown,91,292,9,23
70,Female,Jessica,Jones,65,193,11,24
52,Male,Thomas,Miller,88,193,6,20
70,Female,Jessica,Jones,65,193,14,28
66,Male,Robert,Brown,91,292,13,22
52,Male,Thomas,Miller,88,193,5,20
20,Male,Elizabeth,Rodriguez,86,183,9,21
22,Female,James,Garcia,91,233,9,27
20,Male,Elizabeth,Rodriguez,86,183,8,27
80,Female,Charles,Rodriguez,73,221,7,20
22,Female,James,Garcia,91,233,11,21
63,Male,David,Miller,79,203,14,24
27,Female,Linda,Garcia,77,206,12,26
52,Male,Thomas,Miller,88,193,14,22
18,Female,Jennifer,Williams,77,116,12,21
52,Male,Thomas,Miller,88,193,6,28
52,Male,Thomas,Miller,88,193,7,22
22,Female,James,Garcia,91,233,8,25
82,Female,Patricia,Johnson,95,132,12,23
32,Female,Nancy,Garcia,60,152,11,21
35,Male,Susan,Garcia,66,134,12,28
70,Female,Jessica,Jones,65,193,12,28
80,Female,Charles,Rodriguez,73,221,12,25
63,Female,Mary,Williams,76,119,7,20
18,Male,Joseph,Williams,72,258,10,28
63,Female,Mary,Williams,76,119,14,28
28,Female,Michael,Johnson,80,132,10,25
63,Male,David,Miller,79,203,5,23
36,Female,William,Smith,90,121,7,25
36,Female,William,Smith,90,121,7,28
20,Male,Elizabeth,Rodriguez,86,183,9,23
28,Female,Michael,Johnson,80,132,9,25
18,Male,Joseph,Williams,72,258,10,20
82,Female,Patricia,Johnson,95,132,11,22
63,Male,David,Miller,79,203,6,20
35,Male,Susan,Garcia,66,134,12,21
71,Female,Daniel,Brown,89,226,8,27
25,Female,John,Brown,87,152,13,27
25,Female,John,Brown,87,152,7,20
25,Female,John,Brown,87,152,13,26
36,Female,William,Smith,90,121,13,26
66,Male,Robert,Brown,91,292,11,22
28,Female,Michael,Johnson,80,132,14,27
36,Female,William,Smith,90,121,12,24
18,Male,Sarah,Johnson,92,289,14,20
25,Female,John,Brown,87,152,12,23
82,Female,Patricia,Johnson,95,132,5,25
71,Female,Daniel,Brown,89,226,10,26
63,Male,David,Miller,79,203,13,23
32,Female,Nancy,Garcia,60,152,14,28
66,Male,Robert,Brown,91,292,6,28
80,Female,Charles,Rodriguez,73,221,12,28
66,Male,Robert,Brown,91,292,14,26
18,Male,Joseph,Williams,72,258,7,28
32,Female,Nancy,Garcia,60,152,10,27
25,Female,John,Brown,87,152,5,21
36,Female,William,Smith,90,121,10,27
36,Female,William,Smith,90,121,6,22
35,Male,Susan,Garcia,66,134,11,28
28,Female,Michael,Johnson,80,132,9,21
71,Female,Daniel,Brown,89,226,12,21
28,Female,Michael,Johnson,80,132,11,22
27,Female,Linda,Garcia,77,206,11,20
35,Male,Susan,Garcia,66,134,10,24
82,Female,Patricia,Johnson,95,132,7,27
